id,employee_id,first_name,last_name,date,401k_amount
956,117-09-9820,Waverley,Jimes,2016-02-22,9989
957,815-65-2446,Billy,Kiley,2016-07-25,51623
958,661-62-0861,Eugen,Alexandre,2016-04-11,14628
959,763-60-5850,Sarajane,Fruchter,2018-08-07,23182
960,300-44-9291,Stephen,Rossoni,2016-11-19,91912
961,460-55-8039,Arley,Ridgeway,2017-01-27,94670
962,591-66-6734,Jabez,Di Franceschi,2018-06-21,75882
963,283-57-0466,Illa,Pinkstone,2017-03-12,573
964,277-90-9082,Brear,Arger,2018-06-02,95015
965,775-28-6014,Reg,Chanter,2019-01-07,54152
966,353-20-3552,Meredith,Darcy,2017-06-19,92279
967,294-16-9420,Burtie,Kloser,2017-01-22,95707
968,629-69-3696,Oates,Harbar,2017-03-01,13782
969,743-46-5824,Izabel,Neale,2018-08-30,5123
970,229-96-0283,Sharity,Tumility,2019-03-05,45613
971,396-43-8348,Bren,Salamon,2017-08-12,78493
972,861-52-8041,Kalle,Kalinke,2019-02-20,40906
973,513-47-9721,Kathy,Smees,2017-04-05,62850
974,565-12-8104,Kirk,Basil,2018-07-29,53735
975,751-39-1836,Penelopa,Casley,2017-02-03,33441
976,590-11-4584,Kat,Kinchley,2016-08-17,67542
977,575-70-4665,Wilhelmine,Huxham,2017-08-06,84812
978,564-83-9337,Kattie,Pelchat,2016-09-06,21243
979,573-26-7387,Amble,Ollander,2018-03-29,38460
980,261-76-5105,Regine,Ivel,2019-02-21,81800
981,407-19-5913,Ailee,Rushworth,2016-03-26,75458
982,465-41-4309,Poul,Young,2016-06-28,323
983,355-11-3562,Rodrique,Lowson,2016-08-27,75043
984,899-22-3977,Peter,Shakelady,2018-12-16,66438
985,340-42-3612,Brian,Oliva,2019-02-27,337
986,169-15-1589,Huntley,Menpes,2018-12-05,32803
987,825-42-9920,Lion,Ambrosio,2018-05-17,80807
988,802-63-0967,Livvie,Barden,2017-12-05,59837
989,170-64-8074,Ellswerth,Jarvie,2016-10-28,45437
990,211-22-0151,Mandy,Bernette,2018-09-20,99072
991,653-50-3972,Maynord,Frantzen,2018-07-17,49989
992,312-52-7297,Annabela,Breslane,2018-05-12,89336
993,325-92-0709,Angelika,Mudie,2017-01-02,46450
994,604-05-7150,Abner,Checklin,2016-06-27,99832
995,785-73-8667,Natassia,Goody,2017-09-14,60269
996,595-38-7265,Kerrie,Patience,2016-12-09,10540
997,319-85-3112,Susette,Ghiraldi,2017-04-26,98863
998,172-82-5286,Yvonne,Jeppe,2019-02-10,57670
999,585-92-0160,Marie-ann,Kellett,2018-11-15,43992
1000,133-93-7503,Alverta,Curnokk,2018-04-25,60261
